Material: 316 Stainless Steel
Tension Test Strain Rate: 0.001/s
Gauge Length (postn): Lo = 50.80 mm
Initial Diamter: Do = 6.35 mm
Disp.(mm)	Force(kN)
2.165379e+001	1.989922e+001
2.166568e+001	1.990137e+001
2.167908e+001	1.990312e+001
2.169275e+001	1.990098e+001
2.170232e+001	1.990449e+001
2.171709e+001	1.990195e+001
2.172830e+001	1.990449e+001
2.173910e+001	1.990547e+001
2.175264e+001	1.990801e+001
2.176508e+001	1.990508e+001
2.177875e+001	1.991113e+001
2.178777e+001	1.991367e+001
2.180336e+001	1.990938e+001
2.181744e+001	1.990996e+001
2.182770e+001	1.991504e+001
2.183959e+001	1.991269e+001
2.185463e+001	1.992266e+001
2.186857e+001	1.992285e+001
2.188115e+001	1.992070e+001
2.189537e+001	1.991895e+001
2.190740e+001	1.991895e+001
2.191793e+001	1.991836e+001
2.193570e+001	1.992051e+001
2.194500e+001	1.991914e+001
2.195771e+001	1.992051e+001
2.196934e+001	1.992012e+001
2.198164e+001	1.992441e+001
2.199709e+001	1.992539e+001
2.200707e+001	1.991953e+001
2.201746e+001	1.992402e+001
2.203332e+001	1.992559e+001
2.205260e+001	1.992519e+001
2.206285e+001	1.992090e+001
2.207215e+001	1.992715e+001
2.208473e+001	1.992813e+001
2.209908e+001	1.992754e+001
2.211316e+001	1.992930e+001
2.212602e+001	1.992598e+001
2.213832e+001	1.992813e+001
2.215295e+001	1.992852e+001
2.216361e+001	1.992773e+001
2.217332e+001	1.992910e+001
2.218767e+001	1.992715e+001
2.220162e+001	1.992754e+001
2.221570e+001	1.992637e+001
2.222527e+001	1.992695e+001
2.223908e+001	1.993145e+001
2.225125e+001	1.993145e+001
2.226438e+001	1.992910e+001
2.227600e+001	1.993106e+001
2.228830e+001	1.993613e+001
2.230266e+001	1.992871e+001
2.231551e+001	1.993516e+001
2.233164e+001	1.993477e+001
2.234326e+001	1.993887e+001
2.235187e+001	1.993535e+001
2.236527e+001	1.993887e+001
2.238072e+001	1.993789e+001
2.239248e+001	1.993652e+001
2.240232e+001	1.994043e+001
2.241422e+001	1.993926e+001
2.242994e+001	1.994297e+001
2.243910e+001	1.994414e+001
2.245250e+001	1.994629e+001
2.246959e+001	1.994531e+001
2.248381e+001	1.994394e+001
2.249379e+001	1.994863e+001
2.250486e+001	1.994160e+001
2.251498e+001	1.994590e+001
2.253193e+001	1.994316e+001
2.254438e+001	1.994414e+001
2.255463e+001	1.994356e+001
2.256830e+001	1.994531e+001
2.257924e+001	1.994121e+001
2.259168e+001	1.994492e+001
2.260658e+001	1.994375e+001
2.261561e+001	1.994375e+001
2.263434e+001	1.994356e+001
2.264732e+001	1.994707e+001
2.265826e+001	1.994805e+001
2.266729e+001	1.994453e+001
2.268260e+001	1.994805e+001
2.269682e+001	1.995039e+001
2.270721e+001	1.994883e+001
2.271883e+001	1.994531e+001
2.273400e+001	1.995020e+001
2.274754e+001	1.995176e+001
2.275779e+001	1.994981e+001
2.277023e+001	1.995391e+001
2.278432e+001	1.995371e+001
2.279785e+001	1.995547e+001
2.280810e+001	1.995234e+001
2.282014e+001	1.995801e+001
2.283326e+001	1.995020e+001
2.284994e+001	1.995020e+001
2.286156e+001	1.995313e+001
2.287455e+001	1.995273e+001
2.288412e+001	1.995293e+001
2.289506e+001	1.995410e+001
2.290873e+001	1.995527e+001
2.292185e+001	1.995508e+001
2.293334e+001	1.996152e+001
2.294988e+001	1.996133e+001
2.296027e+001	1.995586e+001
2.297490e+001	1.995859e+001
2.298570e+001	1.995723e+001
2.299869e+001	1.996289e+001
2.300881e+001	1.996367e+001
2.302234e+001	1.996523e+001
2.303902e+001	1.996348e+001
2.304805e+001	1.996680e+001
2.306144e+001	1.996992e+001
2.307402e+001	1.996406e+001
2.308824e+001	1.996680e+001
2.310027e+001	1.996875e+001
2.311408e+001	1.996621e+001
2.312666e+001	1.996172e+001
2.314143e+001	1.996543e+001
2.315400e+001	1.996172e+001
2.316808e+001	1.996543e+001
2.317861e+001	1.996582e+001
2.319283e+001	1.996484e+001
2.320459e+001	1.996973e+001
2.321676e+001	1.997031e+001
2.323262e+001	1.997168e+001
2.324314e+001	1.997344e+001
2.325805e+001	1.997148e+001
2.326994e+001	1.996992e+001
2.328389e+001	1.997090e+001
2.329619e+001	1.997129e+001
2.330836e+001	1.996934e+001
2.332135e+001	1.997070e+001
2.333461e+001	1.997383e+001
2.334432e+001	1.996895e+001
2.335826e+001	1.996699e+001
2.337084e+001	1.997051e+001
2.338478e+001	1.996953e+001
2.339695e+001	1.997051e+001
2.341090e+001	1.997285e+001
2.342252e+001	1.996856e+001
2.343510e+001	1.997109e+001
2.344699e+001	1.996973e+001
2.346162e+001	1.996875e+001
2.347516e+001	1.997051e+001
2.348814e+001	1.996992e+001
2.349717e+001	1.997344e+001
2.350851e+001	1.997031e+001
2.352328e+001	1.997519e+001
2.353531e+001	1.997852e+001
2.354830e+001	1.997734e+001
2.356183e+001	1.997988e+001
2.357482e+001	1.997852e+001
2.358576e+001	1.997656e+001
2.359957e+001	1.997813e+001
2.361283e+001	1.997793e+001
2.362445e+001	1.997637e+001
2.364058e+001	1.997949e+001
2.365221e+001	1.998828e+001
2.366301e+001	1.998203e+001
2.367558e+001	1.998066e+001
2.368871e+001	1.997988e+001
2.370484e+001	1.997832e+001
2.371469e+001	1.998242e+001
2.372508e+001	1.998418e+001
2.373875e+001	1.997988e+001
2.375242e+001	1.998125e+001
2.376801e+001	1.997930e+001
2.377826e+001	1.997871e+001
2.379029e+001	1.997910e+001
2.380055e+001	1.997637e+001
2.381736e+001	1.998086e+001
2.382748e+001	1.997578e+001
2.384101e+001	1.998242e+001
2.385400e+001	1.998418e+001
2.386453e+001	1.998262e+001
2.387752e+001	1.998164e+001
2.389146e+001	1.998145e+001
2.390391e+001	1.997559e+001
2.391525e+001	1.998359e+001
2.393357e+001	1.998184e+001
2.394287e+001	1.998652e+001
2.395285e+001	1.998535e+001
2.396939e+001	1.998340e+001
2.398211e+001	1.998008e+001
2.399496e+001	1.998711e+001
2.400166e+001	1.997813e+001
2.401684e+001	1.998359e+001
2.403051e+001	1.998457e+001
2.404377e+001	1.998496e+001
2.405484e+001	1.998340e+001
2.407125e+001	1.997988e+001
2.408164e+001	1.998281e+001
2.409476e+001	1.998086e+001
2.410693e+001	1.998301e+001
2.412074e+001	1.998262e+001
2.413277e+001	1.998457e+001
2.414535e+001	1.998652e+001
2.415725e+001	1.998828e+001
2.416818e+001	1.998945e+001
2.418623e+001	1.998535e+001
2.419813e+001	1.998340e+001
2.420947e+001	1.998672e+001
2.422314e+001	1.998457e+001
2.423353e+001	1.998574e+001
2.424584e+001	1.998418e+001
2.425978e+001	1.998145e+001
2.427113e+001	1.998711e+001
2.428767e+001	1.998535e+001
2.429601e+001	1.998125e+001
2.430955e+001	1.998809e+001
2.432090e+001	1.998359e+001
2.433334e+001	1.998203e+001
2.434865e+001	1.998320e+001
2.435740e+001	1.998340e+001
2.437039e+001	1.998281e+001
2.438652e+001	1.997969e+001
2.439445e+001	1.997852e+001
2.440990e+001	1.998203e+001
2.442084e+001	1.998184e+001
2.443492e+001	1.998457e+001
2.444709e+001	1.998633e+001
2.445953e+001	1.998340e+001
2.447293e+001	1.998438e+001
2.448646e+001	1.998398e+001
2.449986e+001	1.998633e+001
2.451271e+001	1.998320e+001
2.452420e+001	1.998730e+001
2.453404e+001	1.998555e+001
2.455100e+001	1.998301e+001
2.456152e+001	1.998398e+001
2.457560e+001	1.998594e+001
2.458873e+001	1.998164e+001
2.460117e+001	1.998027e+001
2.461498e+001	1.998223e+001
2.462742e+001	1.998203e+001
2.463686e+001	1.997988e+001
2.464875e+001	1.998027e+001
2.466420e+001	1.998066e+001
2.467678e+001	1.998086e+001
2.468812e+001	1.997910e+001
2.470111e+001	1.997832e+001
2.471560e+001	1.998047e+001
2.472668e+001	1.997891e+001
2.474049e+001	1.998008e+001
2.474787e+001	1.998496e+001
2.476537e+001	1.998262e+001
2.477877e+001	1.998106e+001
2.478615e+001	1.998086e+001
2.480064e+001	1.998184e+001
2.481227e+001	1.998106e+001
2.482813e+001	1.997852e+001
2.484221e+001	1.997715e+001
2.485082e+001	1.997988e+001
2.486586e+001	1.997793e+001
2.488035e+001	1.997773e+001
2.489416e+001	1.997598e+001
2.490496e+001	1.997715e+001
2.491713e+001	1.997598e+001
2.493381e+001	1.997539e+001
2.494434e+001	1.997109e+001
2.495582e+001	1.997617e+001
2.496840e+001	1.997481e+001
2.498275e+001	1.997207e+001
2.499533e+001	1.997168e+001
2.500764e+001	1.997090e+001
2.501939e+001	1.997539e+001
2.502992e+001	1.997363e+001
2.504633e+001	1.997285e+001
2.505385e+001	1.997422e+001
2.507039e+001	1.997500e+001
2.508461e+001	1.997402e+001
2.509650e+001	1.997539e+001
2.510936e+001	1.997324e+001
2.511865e+001	1.997109e+001
2.513574e+001	1.997188e+001
2.514627e+001	1.996738e+001
2.516021e+001	1.996875e+001
2.517047e+001	1.997031e+001
2.518428e+001	1.997090e+001
2.519549e+001	1.997148e+001
2.521258e+001	1.996875e+001
2.522488e+001	1.996543e+001
2.523596e+001	1.996602e+001
2.525127e+001	1.996660e+001
2.526016e+001	1.996816e+001
2.527437e+001	1.996836e+001
2.528613e+001	1.996562e+001
2.529857e+001	1.996758e+001
2.531334e+001	1.996777e+001
2.532715e+001	1.996328e+001
2.534055e+001	1.995644e+001
2.535572e+001	1.996445e+001
2.536570e+001	1.995898e+001
2.537650e+001	1.996504e+001
2.538895e+001	1.996543e+001
2.540521e+001	1.996289e+001
2.542039e+001	1.996348e+001
2.542859e+001	1.995879e+001
2.544568e+001	1.996094e+001
2.545621e+001	1.995957e+001
2.546879e+001	1.996055e+001
2.548178e+001	1.995547e+001
2.549271e+001	1.995723e+001
2.550502e+001	1.995527e+001
2.552252e+001	1.994844e+001
2.552935e+001	1.995371e+001
2.554426e+001	1.994883e+001
2.555861e+001	1.994766e+001
2.557064e+001	1.994902e+001
2.558650e+001	1.994668e+001
2.559498e+001	1.994902e+001
2.560797e+001	1.994551e+001
2.562068e+001	1.994707e+001
2.563353e+001	1.993809e+001
2.564625e+001	1.994375e+001
2.565732e+001	1.994394e+001
2.566840e+001	1.994336e+001
2.568139e+001	1.994473e+001
2.569287e+001	1.994004e+001
2.570381e+001	1.994453e+001
2.571994e+001	1.994063e+001
2.573430e+001	1.994004e+001
2.574715e+001	1.993984e+001
2.576068e+001	1.993516e+001
2.577408e+001	1.992852e+001
2.578680e+001	1.993613e+001
2.579746e+001	1.993203e+001
2.580963e+001	1.993359e+001
2.582412e+001	1.992539e+001
2.583492e+001	1.992383e+001
2.584777e+001	1.992363e+001
2.585816e+001	1.992305e+001
2.587156e+001	1.992285e+001
2.588264e+001	1.992305e+001
2.589904e+001	1.991797e+001
2.591080e+001	1.992168e+001
2.592365e+001	1.991836e+001
2.593773e+001	1.991660e+001
2.594963e+001	1.991856e+001
2.596016e+001	1.991445e+001
2.597287e+001	1.991465e+001
2.598504e+001	1.991328e+001
2.599762e+001	1.991152e+001
2.601197e+001	1.991387e+001
2.602291e+001	1.990703e+001
2.603973e+001	1.991113e+001
2.604902e+001	1.990898e+001
2.606256e+001	1.990195e+001
2.607527e+001	1.990254e+001
2.609017e+001	1.990078e+001
2.610029e+001	1.989981e+001
2.611711e+001	1.989785e+001
2.612941e+001	1.989063e+001
2.613912e+001	1.988770e+001
2.615252e+001	1.988652e+001
2.616660e+001	1.988223e+001
2.617904e+001	1.988320e+001
2.618984e+001	1.988164e+001
2.620283e+001	1.988144e+001
2.621664e+001	1.987910e+001
2.622963e+001	1.987598e+001
2.623961e+001	1.987207e+001
2.625643e+001	1.987441e+001
2.626818e+001	1.986992e+001
2.627898e+001	1.986543e+001
2.629225e+001	1.986348e+001
2.630578e+001	1.986387e+001
2.631877e+001	1.986191e+001
2.632998e+001	1.985684e+001
2.634269e+001	1.985879e+001
2.635213e+001	1.985527e+001
2.636525e+001	1.985391e+001
2.637961e+001	1.984824e+001
2.639301e+001	1.984590e+001
2.640408e+001	1.984570e+001
2.641379e+001	1.983535e+001
2.642459e+001	1.983711e+001
2.643580e+001	1.983262e+001
2.644756e+001	1.983066e+001
2.646246e+001	1.982656e+001
2.647189e+001	1.982246e+001
2.648584e+001	1.981641e+001
2.650088e+001	1.981816e+001
2.651168e+001	1.981582e+001
2.652754e+001	1.981211e+001
2.653820e+001	1.980918e+001
2.655269e+001	1.980449e+001
2.656828e+001	1.979512e+001
2.657867e+001	1.979414e+001
2.659057e+001	1.979023e+001
2.660082e+001	1.979082e+001
2.661258e+001	1.978633e+001
2.662652e+001	1.978574e+001
2.663965e+001	1.978008e+001
2.665195e+001	1.977383e+001
2.666453e+001	1.977051e+001
2.667547e+001	1.976484e+001
2.668736e+001	1.975859e+001
2.670199e+001	1.976231e+001
2.671484e+001	1.975332e+001
2.672906e+001	1.974414e+001
2.674260e+001	1.974277e+001
2.675449e+001	1.973789e+001
2.676324e+001	1.973555e+001
2.677842e+001	1.973145e+001
2.679072e+001	1.972539e+001
2.680494e+001	1.972402e+001
2.681506e+001	1.971816e+001
2.682996e+001	1.971621e+001
2.684391e+001	1.970781e+001
2.685389e+001	1.969902e+001
2.686988e+001	1.969375e+001
2.688000e+001	1.968906e+001
2.689408e+001	1.968106e+001
2.690598e+001	1.967930e+001
2.691486e+001	1.966953e+001
2.693127e+001	1.966816e+001
2.694344e+001	1.965156e+001
2.695629e+001	1.964824e+001
2.696928e+001	1.963906e+001
2.697857e+001	1.963418e+001
2.699225e+001	1.962227e+001
2.700482e+001	1.961504e+001
2.701699e+001	1.961035e+001
2.702916e+001	1.960176e+001
2.704502e+001	1.958906e+001
2.705514e+001	1.958164e+001
2.706853e+001	1.957148e+001
2.707988e+001	1.957148e+001
2.709055e+001	1.955898e+001
2.710517e+001	1.955469e+001
2.711775e+001	1.954121e+001
2.713020e+001	1.953457e+001
2.714264e+001	1.952481e+001
2.715576e+001	1.951602e+001
2.716752e+001	1.950391e+001
2.718352e+001	1.949063e+001
2.719650e+001	1.948516e+001
2.720936e+001	1.947227e+001
2.722180e+001	1.946133e+001
2.723492e+001	1.945000e+001
2.724805e+001	1.943984e+001
2.725953e+001	1.943066e+001
2.727334e+001	1.941328e+001
2.728387e+001	1.940645e+001
2.729918e+001	1.939004e+001
2.730984e+001	1.938047e+001
2.732228e+001	1.936934e+001
2.733678e+001	1.935547e+001
2.734812e+001	1.934297e+001
2.736344e+001	1.932891e+001
2.737588e+001	1.931602e+001
2.738613e+001	1.930039e+001
2.740199e+001	1.928769e+001
2.741184e+001	1.927481e+001
2.742537e+001	1.926289e+001
2.743658e+001	1.924981e+001
2.744834e+001	1.923848e+001
2.746215e+001	1.921816e+001
2.747828e+001	1.920254e+001
2.749031e+001	1.919356e+001
2.750275e+001	1.917773e+001
2.751807e+001	1.916309e+001
2.753406e+001	1.913906e+001
2.754336e+001	1.912598e+001
2.755854e+001	1.911289e+001
2.757125e+001	1.909453e+001
2.758355e+001	1.907422e+001
2.759709e+001	1.905742e+001
2.760748e+001	1.904102e+001
2.762225e+001	1.902520e+001
2.763482e+001	1.900430e+001
2.764193e+001	1.899102e+001
2.765861e+001	1.897344e+001
2.766982e+001	1.895215e+001
2.768418e+001	1.893516e+001
2.769813e+001	1.891504e+001
2.770810e+001	1.889531e+001
2.771918e+001	1.887617e+001
2.773258e+001	1.885723e+001
2.774639e+001	1.883984e+001
2.775896e+001	1.882070e+001
2.777346e+001	1.879863e+001
2.777920e+001	1.878086e+001
2.780025e+001	1.875527e+001
2.780955e+001	1.873613e+001
2.782254e+001	1.870781e+001
2.783635e+001	1.868594e+001
2.785016e+001	1.866543e+001
2.786123e+001	1.863906e+001
2.787709e+001	1.861758e+001
2.789035e+001	1.859121e+001
2.790101e+001	1.856523e+001
2.791359e+001	1.854375e+001
2.792494e+001	1.852148e+001
2.793725e+001	1.849297e+001
2.795215e+001	1.847090e+001
2.796391e+001	1.844394e+001
2.797826e+001	1.842051e+001
2.798769e+001	1.839453e+001
2.800014e+001	1.836992e+001
2.801285e+001	1.834219e+001
2.802543e+001	1.831836e+001
2.804156e+001	1.829336e+001
2.805195e+001	1.826641e+001
2.806193e+001	1.823652e+001
2.807738e+001	1.820840e+001
2.809092e+001	1.817734e+001
2.810008e+001	1.815547e+001
2.811594e+001	1.811973e+001
2.812564e+001	1.809062e+001
2.814082e+001	1.806406e+001
2.814971e+001	1.803516e+001
2.816461e+001	1.800059e+001
2.817992e+001	1.796934e+001
2.819154e+001	1.793789e+001
2.820357e+001	1.790566e+001
2.821834e+001	1.788535e+001
2.822805e+001	1.785098e+001
2.823953e+001	1.782324e+001
2.824869e+001	1.779043e+001
2.826660e+001	1.775977e+001
2.827986e+001	1.772656e+001
2.828998e+001	1.768965e+001
2.830133e+001	1.765801e+001
2.831500e+001	1.762305e+001
2.833031e+001	1.759316e+001
2.834111e+001	1.755801e+001
2.835014e+001	1.752344e+001
2.836463e+001	1.748730e+001
2.837980e+001	1.745020e+001
2.839101e+001	1.741406e+001
2.840250e+001	1.737246e+001
2.841535e+001	1.733359e+001
2.842998e+001	1.729727e+001
2.844283e+001	1.725508e+001
2.845391e+001	1.721875e+001
2.847031e+001	1.717519e+001
2.848453e+001	1.713125e+001
2.849506e+001	1.709590e+001
2.850750e+001	1.705254e+001
2.852391e+001	1.700762e+001
2.853594e+001	1.696797e+001
2.854674e+001	1.693145e+001
2.855973e+001	1.688809e+001
2.857271e+001	1.684824e+001
2.858529e+001	1.679961e+001
2.859705e+001	1.675547e+001
2.860799e+001	1.671133e+001
2.861988e+001	1.667285e+001
2.863492e+001	1.662832e+001
2.864176e+001	1.637441e+001
2.864518e+001	1.640996e+001
2.866063e+001	1.660820e+001
2.867484e+001	1.653008e+001
2.868961e+001	1.644863e+001
2.870342e+001	1.639316e+001
2.871859e+001	1.634434e+001
2.873240e+001	1.628809e+001
2.874320e+001	1.623457e+001
2.875906e+001	1.617715e+001
2.877164e+001	1.613047e+001
2.878504e+001	1.608066e+001
2.879857e+001	1.601660e+001
2.881033e+001	1.597519e+001
2.882264e+001	1.594297e+001
2.883672e+001	1.588750e+001
2.885080e+001	1.583047e+001
2.886680e+001	1.577051e+001
2.887691e+001	1.571211e+001
2.888826e+001	1.565742e+001
2.890221e+001	1.559492e+001
2.891383e+001	1.554434e+001
2.892545e+001	1.550469e+001
2.893857e+001	1.544609e+001
2.894473e+001	1.539375e+001
2.896195e+001	1.533262e+001
2.897508e+001	1.527031e+001
2.898848e+001	1.521172e+001
2.900229e+001	1.514785e+001
2.901445e+001	1.508867e+001
2.902799e+001	1.503711e+001
2.903988e+001	1.497578e+001
2.904973e+001	1.491367e+001
2.906572e+001	1.484199e+001
2.907543e+001	1.478262e+001
2.909006e+001	1.472598e+001
2.910141e+001	1.465527e+001
2.911494e+001	1.459902e+001
2.912807e+001	1.454844e+001
2.914160e+001	1.448242e+001
2.915049e+001	1.441152e+001
2.916566e+001	1.433516e+001
2.918098e+001	1.426172e+001
2.919424e+001	1.418672e+001
2.920340e+001	1.411504e+001
2.921666e+001	1.404629e+001
2.923020e+001	1.398535e+001
2.924045e+001	1.391582e+001
2.925275e+001	1.385254e+001
2.926629e+001	1.377813e+001
2.928187e+001	1.370098e+001
2.929213e+001	1.362207e+001
2.930853e+001	1.354570e+001
2.931769e+001	1.346680e+001
2.933219e+001	1.339609e+001
2.934244e+001	1.332598e+001
2.935352e+001	1.325234e+001
2.936705e+001	1.316797e+001
2.938236e+001	1.308320e+001
2.939604e+001	1.300820e+001
2.940779e+001	1.292090e+001
2.942064e+001	1.283887e+001
2.943049e+001	1.276367e+001
2.944361e+001	1.268750e+001
2.945715e+001	1.259883e+001
2.947014e+001	1.250469e+001
2.948436e+001	1.241035e+001
2.949611e+001	1.232598e+001
2.951197e+001	1.222754e+001
2.952223e+001	1.212695e+001
2.953453e+001	1.203359e+001
2.954519e+001	1.193184e+001
2.955736e+001	5.866016e+000
2.956803e+001	2.050800e-002
